Id,Genus,Subgenus,Specific epithet ,Location of measured specimen,Country,New record ,State ,Municipality,Day ,Month,Year,Location ,Sampling point,ITD,ITD average,Sex,Collector,Collection ID
1169,Partamona,NA,vicina,MPEG,Brasil,no,Pará,Parauapebas,12,ix,1985,Serra Norte,Manganês,1.5,NA,Female,FF Ramos,MPEG-HYM11003888
1170,Partamona,NA,vicina,MPEG,Brasil,no,Pará,Parauapebas,12,ix,1985,Serra Norte,Manganês,1.6,NA,Female,FF Ramos,MPEG-HYM11003889
1171,Plebeia,NA,alvarengai,UFMG,Brasil,no,Pará,Canaã dos Carajás,5,xii,2010,Serra Sul,NA,1.1,1,Female,R.M. Carmo,UFMG IHY 1311022
1172,Plebeia,NA,alvarengai,UFMG,Brasil,no,Pará,Parauapebas,1,v,2010,NA,NA,1,NA,Female,R.C.C.Arantes,UFMG IHY 1314242
1173,Plebeia,NA,alvarengai,UFMG,Brasil,no,Pará,Parauapebas,2,ii,2010,Serra Norte,NA,1,NA,Female,M.O.Vespucio,UFMG IHY 1304276
1174,Plebeia,NA,droryana,UFMG,Brasil,no,Minas Gerais,Nova Lima,29,viii,1998,copasa/mutuca,NA,1.2,1.2,Female,A.A.Azevedo,2562-7709
1175,Plebeia,NA,droryana,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,15,iv,1999,copasa/barreiro,NA,1.2,NA,Female,G.Sousa,5630-15378
1176,Plebeia,NA,droryana,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,13,v,1999,copasa/barreiro,NA,1.2,NA,Female,G.Sousa,5690-15538
1177,Plebeia,NA,droryana,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,25,iii,1999,Pq.Mangabeira,NA,1.2,NA,Female,G.Sousa,5556-15180
1178,Plebeia,NA,droryana,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,15,iv,1999,copasa/barreiro,NA,1.2,NA,Female,G.Sousa,5620-15343
1179,Plebeia,NA,fraterna,UFMG,Brasil,yes,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,1.5,1.5,Female,M.O.Vespucio,UFMG IHY 1304214
1180,Plebeia,NA,fraterna,UFMG,Brasil,yes,Pará,Parauapebas,2,ii,2010,Serra Norte,NA,1.6,NA,Female,R.C.C.Arantes,UFMG IHY 1304032
1181,Plebeia,NA,fraterna,UFMG,Brasil,yes,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,1.6,NA,Female,A.S.Alvarenga,UFMG IHY 1307050
1182,Plebeia,NA,fraterna,UFMG,Brasil,yes,Pará,Marabá,4,ii,2010,Tapirapé-Aquiri,Salobo,1.5,NA,Female,A.L.Nascimento,NA
1183,Plebeia,NA,fraterna,UFMG,Brasil,yes,Pará,Marabá,4,ii,2010,Tapirapé-Aquiri,Salobo,1.4,NA,Female,A.L.Nascimento,NA
1184,Plebeia,NA,margaritae,UFMG,Brasil,yes,Pará,Canaã dos Carajás,27,iv,2010,NA,NA,1.1,1.1,Female,A.M.S.Dias,UFMG IHY 1315439
1185,Plebeia,NA,minima,UFMG,Brasil,no,Pará,Parauapebas,8,viii,2015,Serra Norte,N4,1,0.9,Female,E.N.L.Siqueira,UFMG IHY 1530086
1186,Plebeia,NA,minima,UFMG,Brasil,no,Pará,Canaã dos Carajás,31,i,2010,NA,NA,1,NA,Female,M.O.Vespúcio,UFMG IHY 1304190
1187,Plebeia,NA,minima,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,0.9,NA,Female,M.O.Vespúcio,UFMG IHY 1304111
1188,Plebeia,NA,minima,UFMG,Brasil,no,Pará,Canaã dos Carajás,31,i,2010,NA,NA,0.9,NA,Female,R.C.C.Arantes,UFMG IHY 1303886
1189,Plebeia,NA,minima,UFMG,Brasil,no,Pará,Parauapebas,7,viii,2015,Serra Norte,N4,0.9,NA,Female,E.N.L.Siqueira,UFMG IHY 1530071
1190,Plebeia,NA,remota,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,viii,2011,Ponto de fauna 05,NA,1.2,1.4,Female,R.B.Martines,UFMG IHY 1413513
1191,Plebeia,NA,remota,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,viii,2011,Ponto de fauna 05,NA,1.3,NA,Female,R.B.Martines,UFMG IHY 1413512
1192,Plebeia,NA,remota,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,viii,2011,Ponto de fauna 05,NA,1.4,NA,Female,R.B.Martines,UFMG IHY 1413507
1193,Plebeia,NA,remota,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,viii,2011,Ponto de fauna 05,NA,1.4,NA,Female,R.B.Martines,UFMG IHY 1413510
1194,Plebeia,NA,remota,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,viii,2011,Ponto de fauna 05,NA,1.6,NA,Female,R.B.Martines,UFMG IHY 1413509
1195,Plebeia,NA,variicolor,UFMG,Brasil,no,Pará,Parauapebas,7,viii,2015,Flona Carajás N4,NA,1.1,1,Female,E.N.L.Siqueira,UFMG IHY 1530054
1196,Plebeia,NA,variicolor,UFMG,Brasil,no,Pará,Canaã dos Carajás,25,iv,2010,NA,NA,1,NA,Female,A.M.S.Dias,UFMG IHY 1315127
1197,Plebeia,NA,variicolor,UFMG,Brasil,no,Pará,Parauapebas,10,iii,2013,Morro 1 Mina N5,NA,1.1,NA,Female,E.N.L.Siqueira,UFMG IHY 1303106
1198,Plebeia,NA,variicolor,UFMG,Brasil,no,Pará,Parauapebas,31,viii,2017,flona carajás serra norte n5,NA,0.9,NA,Female,E.N.L.Siqueira,UFMG IHY 1706723
1199,Plebeia,NA,variicolor,UFMG,Brasil,no,Pará,Parauapebas,31,viii,2017,flona carajás serra norte n6,NA,1,NA,Female,E.N.L.Siqueira,UFMG IHY 1706722
1200,Pseudagapostemon,NA,fluminensis,UFMG,Brasil,no,Minas Gerais,Nova Lima,16,xi,2004,Pq. E. Serra de Rola Moça ESC-Fechos,NA,2.2,2.3,Female,N.G.Fonseca,11391-33864
1201,Pseudagapostemon,NA,fluminensis,UFMG,Brasil,no,Minas Gerais,Nova Lima,15,xi,2004,Pq. E. Serra de Rola Moça APE-Mutuca,NA,2.4,NA,Female,M.F.Goulart,11380-33840
1202,Pseudagapostemon,NA,fluminensis,UFMG,Brasil,no,Minas Gerais,Brumadinho,21,xii,2011,Ponto de fauna 13,NA,2.4,NA,Female,R.M.Carmo,UFMG IHY 1414534
1203,Pseudagapostemon,NA,fluminensis,UFMG,Brasil,no,Minas Gerais,Brumadinho,10,i,1999,Serra da Moeda,NA,2.4,NA,Female,F.A.Silveira,2854-8416
1204,Pseudagapostemon,NA,fluminensis,UFMG,Brasil,no,Minas Gerais,Brumadinho,10,i,1999,Serra da Moeda,NA,2.3,NA,Female,F.A.Silveira,2854-8423
1205,Pseudagapostemon,NA,pruinosus,UFMG,Brasil,no,Minas Gerais,Nova Lima,18,xi,2004,Pq. Estadual de Rola Moça Jardim Canada,NA,1.7,1.8,Female,M.G.Fonseca,11429-33987
1206,Pseudagapostemon,NA,pruinosus,UFMG,Brasil,no,Minas Gerais,Brumadinho,9,i,1999,Serra da Moeda,NA,1.9,NA,Female,E.A.B.Almeida,2922-8629
1207,Pseudagapostemon,NA,pruinosus,UFMG,Brasil,no,Minas Gerais,Brumadinho,9,i,1999,Serra da Moeda,NA,1.9,NA,Female,E.A.B.Almeida,2922-8630
1208,Pseudagapostemon,NA,pruinosus,UFMG,Brasil,no,Minas Gerais,Brumadinho,10,i,1999,Serra da Moeda,NA,1.8,NA,Female,F.A.Silveira,2854-8420
1209,Pseudagapostemon,NA,pruinosus,UFMG,Brasil,no,Minas Gerais,Brumadinho,10,i,1999,Serra da Moeda,NA,1.9,NA,Female,F.A.Silveira,2854-8419
1210,Pseudaugochlora,NA,callaina,UFMG,Brasil,no,Rio de Janeiro,Duas Barras,13,iii,2012,Fazenda Reunidas,NA,2.5,2.7,Female,T.M.S.Mesquita,UFMG IHY 1200059
1211,Pseudaugochlora,NA,callaina,UFMG,Brasil,no,São Paulo,Bauru,29,ix,1993,UNESP,NA,2.6,NA,Female,F. Knoll,UFMG IHY 1802637
1212,Pseudaugochlora,NA,callaina,UFMG,Brasil,yes,Paraíba,Campina Grande,13,v,2005,NA,NA,2.6,NA,Female,Almeida,UFMG IHY 1609656
1213,Pseudaugochlora,NA,callaina,UFMG,Brasil,no,Minas Gerais,Nova Lima,31,viii,2011,Ponto de fauna 16,NA,2.8,NA,Female,A.M.S. Dias,UFMG IHY 1413887
1214,Pseudaugochlora,NA,callaina,UFMG,Brasil,no,Minas Gerais,Nova Lima,31,viii,2011,Ponto de fauna 16,NA,2.8,NA,Female,A.M.S. Dias,UFMG IHY 1413751
1215,Pseudaugochlora,NA,flammula,UFMG,Brasil,no,Pará,Canaã dos Carajás,24,xi,2012,Vila Cedere III,NA,2.2,2.2,Female,R.B. Martines,UFMG-IHY 1301989
1216,Pseudaugochlora,NA,flammula,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,xi,2012,Bairro Centro,NA,2,NA,Female,R.B. Martines,UFMG-IHY 1302134
1217,Pseudaugochlora,NA,flammula,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,xi,2012,Bairro Centro,NA,2.1,NA,Female,R.B. Martines,UFMG-IHY 1302136
1218,Pseudaugochlora,NA,flammula,UFMG,Brasil,no,Pará,Canaã dos Carajás,22,vi,2013,NA,NA,2.2,NA,Female,R.B. Martines,UFMG-IHY 1313359
1219,Pseudaugochlora,NA,flammula,UFMG,Brasil,no,Pará,Canaã dos Carajás,28,xi,2012,Bairro Centro,NA,2.4,NA,Female,R.B. Martines,UFMG-IHY 1302135
1220,Pseudaugochlora,NA,graminea,UFMG,Brasil,no,Pará,Canaã dos Carajás,20,vi,2013,NA,NA,2.3,2.3,Female,R.B. Martines,UFMG-IHY 1313329
1221,Pseudaugochlora,NA,graminea,UFMG,Brasil,no,Pará,Canaã dos Carajás,19,vi,2013,NA,NA,2.4,NA,Female,M.O. Vespúcio,UFMG-IHY 1313386
1222,Pseudaugochlora,NA,graminea,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,22,ix,2000,NA,NA,2.3,NA,Female,M. Pompeu,NA
1223,Pseudaugochlora,NA,graminea,UFMG,Brasil,no,Minas Gerais,Nova Lima,31,viii,2011,NA,ponto de fauna 16,2.4,NA,Female,A. M. S. Dias,UFMG-IHY 1413885
1224,Pseudaugochlora,NA,graminea,UFMG,Brasil,no,Minas Gerais,Nova Lima,28,x,2011,Serra do Rola-Moça,NA,2.2,NA,Female,J.E. Santos Jr,NA
1225,Ptilotrigona,NA,lurida,MPEG,Brasil,no,Pará,Parauapebas,20,vi,1986,Serra Norte,Serraria,1.7,1.7,Female,W França,MPEG-HYM11003172
1226,Ptilotrigona,NA,lurida,MPEG,Brasil,no,Pará,Parauapebas,5,vii,1986,Serra Norte,n1 canga,1.7,NA,Female,Marcio Zanuto,MPEG-HYM11003171
1227,Ptilotrigona,NA,lurida,MPEG,Brasil,no,Pará,Parauapebas,23,vi,1986,Serra Norte,pojuca,1.7,NA,Female,W França,MPEG-HYM11003181
1228,Ptilotrigona,NA,lurida,MPEG,Brasil,no,Pará,Belém,7,v,1977,Utinga,NA,1.6,NA,Female,MF Torres,MPEG-HYM11136949
1229,Ptilotrigona,NA,lurida,MPEG,Brasil,no,Pará,Melgaço,29,iv,1999,Caxiuanã,NA,1.6,NA,Female,O. Silveira & J. Dias,NA
1230,Rhinocorynura,NA,briseis,UFMG,Brasil,no,Minas Gerais,São Gonçalo do Rio Abaixo,8,xi,2002,NA,NA,1.5,1.5,Female,A.F.Kumagai,UFMG IHY 1608848
1231,Rhinocorynura,NA,briseis,UFMG,Brasil,no,Minas Gerais,Nova Lima,27,xii,2015,Mata,NA,1.4,NA,Female,A.R.Lima,UFMG IHY 1600371
1232,Rhinocorynura,NA,briseis,UFMG,Brasil,no,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,1.5,NA,Female,A.Cordeiro,UFMG IHY 1500675
1233,Rhinocorynura,NA,briseis,UFMG,Brasil,no,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,1.4,NA,Female,A.Cordeiro,UFMG IHY 1500676
1234,Rhinocorynura,NA,briseis,UFMG,Brasil,no,Pará,Canaã dos Carajás,11,ii,2015,NA,NA,1.5,NA,Female,A.Cordeiro,UFMG IHY 1500674
1235,Rhophitulus,NA,friesei,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,23,iii,1996,Pq.Mangabeira,NA,1.3,1.3,Female,F. A. Silveira,0176-0560
1236,Rhophitulus,NA,friesei,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,23,iii,1996,Pq.Mangabeira,NA,1.2,NA,Female,F. A. Silveira,0176-0559
1237,Rhophitulus,NA,friesei,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,17,i,1996,Pq.Mangabeira,NA,1.2,NA,Female,F. A. Silveira,0089-0345
1238,Rhophitulus,NA,friesei,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,17,i,1996,Pq.Mangabeira,NA,1.2,NA,Female,F. A. Silveira,0089-0344
1239,Rhophitulus,NA,friesei,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,17,i,1996,Pq.Mangabeira,NA,1.4,NA,Female,F. A. Silveira,0089-0339
1240,Scaptotrigona,NA,bipunctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,i,2012,Parque Estadual da Serra do Rola Moça,NA,2.1,2,Female,J.E. Santos Jr.,UFMG IHY 74876
1241,Scaptotrigona,NA,bipunctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,i,2012,Parque Estadual da Serra do Rola Moça,NA,1.9,NA,Female,J.E. Santos Jr.,UFMG IHY 74881
1242,Scaptotrigona,NA,bipunctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,i,2012,Parque Estadual da Serra do Rola Moça,NA,1.8,NA,Female,J.E. Santos Jr.,UFMG IHY 74882
1243,Scaptotrigona,NA,bipunctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,i,2012,Parque Estadual da Serra do Rola Moça,NA,1.9,NA,Female,J.E. Santos Jr.,UFMG IHY 74884
1244,Scaptotrigona,NA,bipunctata,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,i,2012,Parque Estadual da Serra do Rola Moça,NA,2.1,NA,Female,J.E. Santos Jr.,UFMG IHY 74885
1245,Scaptotrigona,NA,polysticta,MPEG,Brasil,no,Pará,NA,NA,iv,1914,NA,NA,2,2,Female,A. Ducke,NA
1246,Scaptotrigona,NA,polysticta,MPEG,Brasil,no,Pará,NA,19,iv,1902,NA,NA,2,NA,Female,A. Ducke,NA
1247,Scaptotrigona,NA,polysticta,MPEG,Brasil,no,Pará,Canaã dos Carajás,12,iv,2017,Serra Sul,S11c,2,NA,Female,E Pinto,MPEG 03050885
1248,Scaptotrigona,NA,polysticta,MPEG,Brasil,no,Pará,Belterra,12,xii,1999,NA,NA,2,NA,Female,GC Venturieri,NA
1249,Scaptotrigona,NA,polysticta,MPEG,Brasil,no,Pará,Parauapebas,18,vii,1983,Serra Norte,pojuca,1.9,NA,Female,RB Neto,MPEG-HYM11003701
1250,Scaptotrigona,NA,postica,MPEG,Brasil,no,Pará,Canaã dos Carajás,12,iv,2017,Serra Sul,S11c,1.9,1.8,Female,E Pinto,MPEG03050605
1251,Scaptotrigona,NA,postica,MPEG,Brasil,no,Pará,Canaã dos Carajás,12,iv,2017,Serra Sul,S11c,1.8,NA,Female,E Pinto,MPEG03050606
1252,Scaptotrigona,NA,postica,MPEG,Brasil,no,Pará,Parauapebas,24,iii,2017,Serra Norte,n1 canga,1.8,NA,Female,E Pinto,MPEG 03050880
1253,Scaptotrigona,NA,postica,MPEG,Brasil,no,Pará,Parauapebas,23,iii,2017,Serra Norte,N8,1.8,NA,Female,E Pinto,MPEG 03050879
1254,Scaptotrigona,NA,postica,MPEG,Brasil,no,Pará,Parauapebas,24,iii,2018,Serra Norte,N9,1.8,NA,Female,E Pinto,MPEG 03050877
1255,Scaptotrigona,NA,xanthotricha,MPEG,Brasil,yes,Amazonas,Maraã,22,x,1988,Rio Japurá,NA,1.8,1.9,Female,J Dias,NA
1256,Scaptotrigona,NA,xanthotricha,MPEG,Brasil,yes,Pará,Parauapebas,13,ix,1985,Serra Norte,fofoca,1.9,NA,Female,NA,MPEG-HYM11003950
1257,Scaptotrigona,NA,xanthotricha,MPEG,Brasil,yes,Pará,Parauapebas,12,vi,1983,Serra Norte,Manganês,1.9,NA,Female,NA,MPEG-HYM11003608
1258,Scaptotrigona,NA,xanthotricha,MPEG,Brasil,yes,Pará,Belterra,12,xii,1999,NA,NA,1.9,NA,Female,GC Venturieri,NA
1259,Scaptotrigona,NA,xanthotricha,MPEG,Brasil,yes,Pará,Parauapebas,16,vi,1983,Serra Norte,campo canga,2,NA,Female,NA,MPEG-HYM11003609
1260,Scaura,NA,latitarsis,MPEG,Brasil,no,Pará,NA,23,x,1901,NA,NA,1,1.1,Female,A. Ducke,NA
1261,Scaura,NA,latitarsis,MPEG,Brasil,no,Pará,Primavera,26,xi,1992,NA,NA,1.1,NA,Female,J Dias,NA
1262,Scaura,NA,latitarsis,MPEG,Brasil,no,Pará,Parauapebas,18,vii,1983,Serra Norte,pojuca,1.1,NA,Female,RB Neto,MPEG-HYM11004364
1263,Scaura,NA,latitarsis,MPEG,Brasil,no,Pará,Primavera,26,xi,1992,NA,NA,1.1,NA,Female,J Dias,NA
1264,Scaura,NA,latitarsis,MPEG,Brasil,no,Pará,Primavera,26,xi,1992,NA,NA,1.2,NA,Female,J Dias,NA
1265,Schwarzula,NA,timida,MPEG,Brasil,no,Amazonas,Maraã,21,x,1988,NA,NA,1,1,Female,J Dias,NA
1266,Schwarzula,NA,timida,UFMG,Brasil,no,Pará,Canaã dos Carajás,3,ii,2010,NA,NA,1,NA,Female,NA,UFMG IHY 1305090
1267,Schwarzula,NA,timida,UFMG,Brasil,no,Pará,Parauapebas,8,viii,2015,Flo Nac Carajas,NA,1,NA,Female,E.N.L.Siqueira,UFMG IHY 1530097
1268,Tapinotaspoides,NA,serraticornis,UFMG,Brasil,no,Minas Gerais,Sabará,9,i,2000,NA,NA,2.2,2.2,Female,F.A.Silveira,6080-16954
1269,Tapinotaspoides,NA,serraticornis,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,1,xii,1996,NA,NA,2.2,NA,Female,F.A.Silveira,0774-1913
1270,Tapinotaspoides,NA,serraticornis,UFMG,Brasil,yes,Pará,Canaã dos Carajás,15,ii,2015,NA,NA,2,NA,Female,A. Cordeiro,UFMG IHY 1500938
1271,Tapinotaspoides,NA,serraticornis,UFMG,Brasil,yes,Pará,Canaã dos Carajás,14,ii,2015,NA,NA,2.3,NA,Female,A. Cordeiro,UFMG IHY 1500903
1272,Tapinotaspoides,NA,serraticornis,UFMG,Brasil,yes,Pará,Canaã dos Carajás,14,ii,2015,NA,NA,2.2,NA,Female,A. Cordeiro,UFMG IHY 1500904
1273,Tetragona,NA,beebei,MPEG,Brasil,yes,Pará,Canaã dos Carajás,28,viii,2017,N7,NA,1.2,1.2,Female,E Pinto,MPEG03050666
1274,Tetragona,NA,beebei,MPEG,Brasil,yes,Pará,Canaã dos Carajás,28,viii,2017,N7,NA,1.3,NA,Female,E Pinto,MPEG03050667
1275,Tetragona,NA,beebei,MPEG,Brasil,yes,Pará,Canaã dos Carajás,28,viii,2017,N7,NA,1.2,NA,Female,E Pinto,MPEG03050668
1276,Tetragona,NA,beebei,MPEG,Brasil,yes,Pará,Canaã dos Carajás,28,viii,2017,N7,NA,1.2,NA,Female,E Pinto,MPEG03050669
1277,Tetragona,NA,clavipes,MPEG,Brasil,no,Pará,Tomé Açu,16,v,1978,NA,NA,1.3,1.4,Female,W França,MPEG-HYM11137401
1278,Tetragona,NA,clavipes,MPEG,Brasil,no,Mato Grosso,Barra dos Bugres,22,i,1986,NA,NA,1.4,NA,Female,Marcio Zanuto,MPEG-HYM11137377
1279,Tetragona,NA,clavipes,MPEG,Brasil,no,Pará,Parauapebas,28,i,1985,Serra Norte,Serraria,1.4,NA,Female,W França,MPEG-HYM11003299
1280,Tetragona,NA,clavipes,MPEG,Brasil,no,Pará,Parauapebas,25,vi,1986,Serra Norte,Caldeirão,1.4,NA,Female,W França,MPEG-HYM1003306
1281,Tetragona,NA,clavipes,MPEG,Brasil,no,Pará,Parauapebas,21,vi,1985,Serra Norte,pojuca,1.3,NA,Female,FF Ramos,MPEG-HYM11003303
1282,Tetragona,NA,dorsalis,MPEG,French Guiana,yes,NA,Cayenne,23,ii,1977,NA,NA,1.2,1.2,Female,D Roubik,MPEG-HYM11137412
1283,Tetragona,NA,dorsalis,MPEG,Brasil,no,Amapá,Serra do Navio,13,vii,1961,NA,NA,1.1,NA,Female,J&B Bechyné,MPEG-HYM11137408
1284,Tetragona,NA,dorsalis,MPEG,Brasil,no,Pará,Belém,26,v,1977,NA,NA,1.3,NA,Female,MF Torres,MPEG-HYM11137410
1285,Tetragona,NA,dorsalis,MPEG,Brasil,no,Pará,Parauapebas,23,vi,1986,Serra Norte,pojuca,1.2,NA,Female,MF Torres,MPEG-HYM11003310
1286,Tetragona,NA,dorsalis,MPEG,Brasil,no,Pará,Parauapebas,2,vii,1986,Serra Norte,fofoca,1.2,NA,Female,J Dias,MPEG-HYM1103309
1287,Tetragona,NA,goettei,MPEG,Brasil,no,Pará,Parauapebas,NA,ix,2017,Serra Norte,NA,1.4,1.4,Female,NA,NA
1288,Tetragona,NA,goettei,UFMG,Brasil,no,Pará,Marabá,5,ii,2010,NA,NA,1.4,NA,Female,A.G.C.N.Sousa,20217-58088
1289,Tetragona,NA,goettei,UFMG,Brasil,no,Pará,Canaã dos Carajás,8,vi,2010,NA,NA,1.4,NA,Female,R.M.Carmo,UFMG IHY 1315638
1290,Tetragona,NA,goettei,UFMG,Brasil,no,Pará,Canaã dos Carajás,8,vi,2010,NA,NA,1.4,NA,Female,R.M.Carmo,UFMG IHY 1315639
1291,Tetragona,NA,kaieteurensis,MPEG,Brasil,no,Pará,Canaã dos Carajás,26,viii,2017,N7,NA,1.5,1.5,Female,E Pinto,MPEG03050670
1292,Tetragona,NA,kaieteurensis,MPEG,Brasil,no,Pará,Canaã dos Carajás,27,viii,2018,N8,NA,1.4,NA,Female,E Pinto,MPEG03050671
1293,Tetragona,NA,quadrangula,UFMG,Brasil,no,Pará,Parauapebas,22,viii,2014,N4,NA,1.3,1.3,Female,E.N.L.Siqueira,UFMG-IHY 1529963
1294,Tetragona,NA,quadrangula,UFMG,Brasil,no,Pará,Parauapebas,31,viii,2017,Flona Carajas serra norte N5,NA,1.2,NA,Female,E.N.L.Siqueira,UFMG-IHY 1706719
1295,Tetragona,NA,quadrangula,UFMG,Brasil,no,Pará,Parauapebas,31,viii,2017,Flona Carajas serra norte N6,NA,1.2,NA,Female,E.N.L.Siqueira,UFMG-IHY 1706718
1296,Tetragona,NA,quadrangula,UFMG,Brasil,no,Pará,Canaã dos Carajás,19,viii,2015,NA,NA,1.3,NA,Female,E.N.L.Siqueira,UFMG-IHY 1530225
1297,Tetragona,NA,quadrangula,UFMG,Brasil,no,Pará,Canaã dos Carajás,9,ix,2010,NA,NA,1.3,NA,Female,R.C.C.Arantes,UFMG-IHY 1306740
1298,Tetragona,NA,truncata,UFMG,Brasil,no,Pará,Canaã dos Carajás,17,viii,2014,corpo a,NA,1.6,1.5,Female,E.N.L.Siqueira,UFMG-IHY 1529890
1299,Tetragona,NA,truncata,UFMG,Brasil,no,Pará,Canaã dos Carajás,19,viii,2015,corpo a,NA,1.5,NA,Female,E.N.L.Siqueira,UFMG-IHY 1530228
1300,Tetragona,NA,truncata,UFMG,Brasil,no,Pará,Parauapebas,17,viii,2017,Flona Carajas serra sul corpo A,NA,1.5,NA,Female,E.N.L.Siqueira,UFMG-IHY 1706458
1301,Tetragona,NA,truncata,UFMG,Brasil,no,Pará,Parauapebas,17,viii,2017,Flona Carajas serra sul corpo A,NA,1.5,NA,Female,E.N.L.Siqueira,UFMG-IHY 1706452
1302,Tetragona,NA,truncata,UFMG,Brasil,no,Pará,Parauapebas,31,viii,2017,Flona Carajas serra norte N5,NA,1.5,NA,Female,E.N.L.Siqueira,UFMG-IHY 1706716
1303,Tetragonisca,NA,angustula,UFMG,Brasil,no,Pará,Parauapebas,14,viii,2015,N4,NA,1,1,Female,E.N.L.Siqueira,UFMG-IHY 1530199
1304,Tetragonisca,NA,angustula,UFMG,Brasil,no,Pará,Canaã dos Carajás,4,xii,2010,NA,NA,0.9,NA,Female,A.M.S.Dias,UFMG-IHY 1311457
1305,Tetragonisca,NA,angustula,UFMG,Brasil,no,Pará,Canaã dos Carajás,4,xii,2010,NA,NA,1,NA,Female,A.M.S.Dias,UFMG-IHY 1311456
1306,Tetragonisca,NA,angustula,UFMG,Brasil,no,Minas Gerais,Ibirité,19,xi,2004,Serra da Rola-Moça,NA,1.1,NA,Female,A.A. Azevedo,11436-34010
1307,Tetragonisca,NA,angustula,UFMG,Brasil,no,Minas Gerais,Ibirité,17,xi,2004,Serra da Rola-Moça,NA,1.1,NA,Female,A.A. Azevedo,11412-33926
1308,Thalestria,NA,spinosa,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,4,iv,2014,Est Ecológica UFMG,NA,3.5,3.6,Female,D.S.S.Lacerda,UFMG IHY 1402190
1309,Thalestria,NA,spinosa,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,4,iv,2014,Est Ecológica UFMG,NA,3.8,NA,Female,D.S.S.Lacerda,UFMG IHY 1402186
1310,Thalestria,NA,spinosa,UFMG,Brasil,yes,Minas Gerais,Belo Horizonte,4,iv,2014,Est Ecológica UFMG,NA,3.5,NA,Female,D.S.S.Lacerda,UFMG IHY 1402172
1311,Thalestria,NA,spinosa,UFMG,Brasil,yes,Minas Gerais,Itabirito,29,iv,2012,Sitio Mairiporanga,NA,3.5,NA,Female,I.R.Coelho,UFMG IHY 1610297
1312,Thalestria,NA,spinosa,UFMG,Brasil,yes,Minas Gerais,São Gonçalo do Rio Abaixo,11,iv,2003,EPDA de Peti,NA,3.5,NA,Female,C.F.Cardoso,9661-28627
1313,Thectochlora,NA,alaris,UFMG,Brasil,no,Minas Gerais,Serra do Salitre,21,iii,2012,Fazenda Cachoeira,NA,1.2,1.2,Female,R.R. Ferrari,UFMG-IHY 1610328
1314,Thectochlora,NA,alaris,UFMG,Brasil,no,Minas Gerais,Lassance,19,xii,2012,Serra do Cabral,NA,1.4,NA,Female,R.M. Carmo,UFMG-IHY 1301704
1315,Thectochlora,NA,alaris,UFMG,Brasil,no,Minas Gerais,Bonito de Minas,25,iii,2017,APA Rio Pandeiros,NA,1.2,NA,Female,F.V. Freitas,UFMG-IHY 1701581
1316,Thectochlora,NA,alaris,UFMG,Brasil,no,Minas Gerais,Lassance,19,xii,2012,Serra do Cabral,NA,1.2,NA,Female,R.M. Carmo,UFMG-IHY 1301705
1317,Thectochlora,NA,alaris,UFMG,Brasil,no,Minas Gerais,Nova Lima,18,xi,2004,Serra da Rola-Moça,NA,1.2,NA,Female,N.G. Fonseca,11424-33978
1318,Thygater,Thygater,analis,MPEG,Brasil,yes,Minas Gerais,Barbacena,24,xi,1905,NA,NA,3.4,3.3,Female,A Ducke,MPEG HYM 11131414
1319,Thygater,Thygater,analis,MPEG,Brasil,yes,Minas Gerais,Barbacena,16,xi,1905,NA,NA,3.4,NA,Female,A Ducke,MPEG HYM 11131420
1320,Thygater,Thygater,analis,UFMG,Brasil,yes,Minas Gerais,Nova Lima,13,xii,2015,NA,NA,3.2,NA,Female,NA,UFMG IHY 1600381
