Id,Genus,Subgenus,Specific epithet ,Location of measured specimen,Country,New record ,State ,Municipality,Day ,Month,Year,Location ,Sampling point,ITD,ITD average,Sex,Collector,Collection ID
1321,Thygater,Thygater,analis,UFMG,Brasil,yes,Minas Gerais,Nova Lima,10,i,2016,NA,NA,3.7,NA,Female,NA,UFMG IHY 1600557
1322,Thygater,Thygater,analis,UFMG,Brasil,yes,Minas Gerais,Nova Lima,10,i,2016,NA,NA,3.6,NA,Female,NA,UFMG IHY 1600558
1323,Thygater,Thygater,palliventris,UFMG,Brasil,no,Minas Gerais,Sabará,14,i,1996,NA,NA,3.7,3.4,Female,F.A.Silveira,UFMGIHY215
1324,Thygater,Thygater,palliventris,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,30,vii,1996,NA,NA,3.3,NA,Female,R.M.Carmo,UFMGIHY1041
1325,Thygater,Thygater,palliventris,UFMG,Brasil,no,Minas Gerais,Sabará,28,xi,1999,NA,NA,3.5,NA,Female,F.A.Silveira,UFMGIHY15312
1326,Thygater,Thygater,palliventris,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,14,viii,2000,NA,NA,3.3,NA,Female,M.Pompeu,UFMGIHY19324
1327,Thygater,Thygater,palliventris,UFMG,Brasil,no,Minas Gerais,Nova Lima,12,iv,2015,NA,NA,3.3,NA,Female,NA,UFMG IHY 1600562
1328,Trigona,NA,albipennis,UFMG,Brasil,no,Pará,Canaã dos Carajás,31,i,2010,NA,NA,1.683,1.9,Female,V.C.Pires,UFMG IHY 1304050
1329,Trigona,NA,albipennis,UFMG,Brasil,no,Minas Gerais,Bocaiúva,15,x,1999,NA,NA,1.782,NA,Female,A.A.Azevedo,5050-13862
1330,Trigona,NA,albipennis,UFMG,Brasil,no,Minas Gerais,Conego Marinho,18-20,vii,1988,NA,NA,1.98,NA,Female,Mazucato,450c
1331,Trigona,NA,albipennis,UFMG,Brasil,no,Minas Gerais,Conego Marinho,18-20,vii,1988,NA,NA,1.98,NA,Female,Mazucato,450c
1332,Trigona,NA,albipennis,UFMG,Brasil,no,Minas Gerais,Conego Marinho,18-20,vii,1988,NA,NA,1.98,NA,Female,Mazucato,450c
1333,Trigona,NA,amazonensis,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,flona carajas brejo,NA,1.98,2,Female,Lopes & Lima,UFMG IHY 1609098
1334,Trigona,NA,amazonensis,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,flona carajas brejo,NA,1.782,NA,Female,Lopes & Lima,UFMG IHY 1609097
1335,Trigona,NA,amazonensis,UFMG,Brasil,no,Pará,Parauapebas,15,ii,2017,flona carajas serra norte,NA,1.98,NA,Female,E.N.L.Siqueira,UFMG IHY 1705825
1336,Trigona,NA,amazonensis,UFMG,Brasil,no,Pará,Parauapebas,15,ii,2017,flona carajas serra norte,NA,2.079,NA,Female,E.N.L.Siqueira,UFMG IHY 1705835
1337,Trigona,NA,amazonensis,UFMG,Brasil,no,Pará,Parauapebas,16,ii,2017,flona carajas serra norte,NA,1.98,NA,Female,E.N.L.Siqueira,UFMG IHY 1705839
1338,Trigona,NA,branneri,MPEG,Brasil,no,Pará,Parauapebas,25,vi,1986,Serra Norte,Caldeirão,1.9,1.8,Female,J Dias,MPEG-HYM11003209
1339,Trigona,NA,branneri,MPEG,Brasil,no,Pará,Parauapebas,15,x,1986,Serra Norte,3 alfa,1.8,NA,Female,J Dias,MPEG-HYM11003210
1340,Trigona,NA,branneri,MPEG,Brasil,no,Pará,Parauapebas,2,vii,1986,Serra Norte,fofoca,1.9,NA,Female,Marcio Zanuto,MPEG-HYM11003264
1341,Trigona,NA,branneri,MPEG,Brasil,no,Pará,Belém,26,x,1960,NA,NA,1.8,NA,Female,Inácio,MPEG-HYM11135152
1342,Trigona,NA,branneri,MPEG,Brasil,yes,Amapá,Mazagão,10,xii,1982,NA,NA,1.7,NA,Female,NA,MPEG-HYM1137924
1343,Trigona,NA,braueri,UFMG,Brasil,yes,Minas Gerais,Nova Lima,17,viii,2017,NA,NA,1.485,1.4,Female,C.E.Pinto,UFMG IHY 1706386
1344,Trigona,NA,braueri,UFMG,Brasil,yes,Minas Gerais,Nova Lima,17,viii,2017,NA,NA,1.584,NA,Female,C.E.Pinto,UFMG IHY 1706393
1345,Trigona,NA,braueri,UFMG,Brasil,yes,Minas Gerais,Conceição do Mato Dentro,13,x,2014,NA,NA,1.485,NA,Female,R.B.Martines,UFMG IHY 1416498
1346,Trigona,NA,braueri,UFMG,Brasil,yes,Minas Gerais,Conceição do Mato Dentro,14,x,2014,NA,NA,1.485,NA,Female,B.D.G Fontanela,UFMG IHY 1416532
1347,Trigona,NA,braueri,UFMG,Brasil,yes,Minas Gerais,Conceição do Mato Dentro,13,x,2014,NA,NA,1.485,NA,Female,R.B.Martines,UFMG IHY 1416499
1348,Trigona,NA,chanchamayoensis,MPEG,Brasil,no,Pará,Parauapebas,28,i,1985,Serra Norte,Serraria,1.9,1.8,Female,W França,MPEG-HYM11003856
1349,Trigona,NA,chanchamayoensis,MPEG,Brasil,no,Pará,Parauapebas,26,ix,1985,Serra Norte,fofoca,1.8,NA,Female,J Dias,MPEG-HYM11003747
1350,Trigona,NA,chanchamayoensis,MPEG,Brasil,no,Pará,Parauapebas,10,ix,1985,Serra Norte,Caldeirão,1.8,NA,Female,NA,MPEG-HYM11003748
1351,Trigona,NA,chanchamayoensis,MPEG,Brasil,no,Pará,Parauapebas,14,i,1985,Serra Norte,n1 canga,1.8,NA,Female,NA,MPEG-HYM11003244
1352,Trigona,NA,chanchamayoensis,MPEG,Brasil,no,Pará,Parauapebas,28,i,1985,Serra Norte,Serraria,1.9,NA,Female,NA,MPEG-HYM11003855
1353,Trigona,NA,cilipes,MPEG,Brasil,yes,Maranhão,Buriticupu,30,ix,1978,NA,NA,1.7,1.6,Female,MF Torres,MPEG-HYM11135270
1354,Trigona,NA,cilipes,MPEG,Brasil,no,Pará,Parauapebas,28,i,1985,Serra Norte,Serraria,1.6,NA,Female,W França,MPEG-HYM11004087
1355,Trigona,NA,cilipes,MPEG,Brasil,no,Pará,Oriximiná,24,v,2002,NA,NA,1.5,NA,Female,"DD Guimarães, IS Gorayeb",NA
1356,Trigona,NA,cilipes,MPEG,French Guiana,no,Kourou,NA,21,xii,1976,NA,NA,1.6,NA,Female,D Roubik,MPEG-HYM11135260
1357,Trigona,NA,cilipes,MPEG,French Guiana,no,Kourou,NA,13,xii,1976,NA,NA,1.5,NA,Female,D Roubik,MPEG-HYM11135258
1358,Trigona,NA,dallatorreana,MPEG,Brasil,no,Rondônia,Ouro Preto do Oeste,22,viii,1986,NA,NA,1.8,1.9,Female,FF Ramos,MPEG-HYM11137891
1359,Trigona,NA,dallatorreana,MPEG,Brasil,no,Pará,Bragança,26,v,1978,NA,NA,2,NA,Female,WL Overal,MPEG-HYM11135322
1360,Trigona,NA,dallatorreana,MPEG,Brasil,no,Pará,Parauapebas,3,xi,1985,Serra Norte,n1 mata,1.9,NA,Female,J Dias,MPEG-HYM11003679
1361,Trigona,NA,dallatorreana,MPEG,Brasil,no,Pará,Parauapebas,31,i,1985,Serra Norte,Caldeirão,1.8,NA,Female,W França,MPEG-HYM11003760
1362,Trigona,NA,dallatorreana,MPEG,Brasil,no,Pará,Parauapebas,12,ii,1985,Serra Norte,pojuca,1.9,NA,Female,NA,MPEG-HYM11003207
1363,Trigona,NA,dimidiata,MPEG,Brasil,no,Pará,Canaã dos Carajás,26,viii,2017,Serra Sul,N8,2,2,Female,E Pinto,MPEG03050648
1364,Trigona,NA,dimidiata,MPEG,Brasil,no,Pará,Canaã dos Carajás,26,viii,2017,Serra Sul,N8,2.1,NA,Female,E Pinto,MPEG03050649
1365,Trigona,NA,dimidiata,MPEG,Brasil,no,Pará,Canaã dos Carajás,26,viii,2017,Serra Sul,N8,2,NA,Female,E Pinto,MPEG03050650
1366,Trigona,NA,dimidiata,MPEG,Brasil,no,Pará,NA,NA,i,1918,Rio Tapajós,NA,2,NA,Female,A Ducke,MPEG-HYM11135329
1367,Trigona,NA,dimidiata,MPEG,Brasil,no,Rondônia,Ouro Preto do Oeste,23,iii,1985,NA,NA,2,NA,Female,MF Torres,MPEG-HYM11135331
1368,Trigona,NA,fulviventris,MPEG,Brasil,yes,Pará,Parauapebas,6,iv,1985,Serra Norte,Manganês,1.5,1.4,Female,FF Ramos,MPEG-HYM11003283
1369,Trigona,NA,fulviventris,MPEG,Brasil,yes,Pará,Parauapebas,11,ix,1985,Serra Norte,pojuca,1.5,NA,Female,W França,MPEG-HYM11003284
1370,Trigona,NA,fulviventris,MPEG,Brasil,yes,Pará,Parauapebas,28,vi,1985,Serra Norte,fofoca,1.5,NA,Female,N Bittencourt,MPEG-HYM11004237
1371,Trigona,NA,fulviventris,MPEG,Brasil,yes,Amapá,Serra do Navio,12,v,1989,NA,NA,1.4,NA,Female,IS Borayeb,MPEG-HYM11137774
1372,Trigona,NA,fulviventris,MPEG,Brasil,yes,Maranhão,Imperatriz,2,viii,1989,NA,NA,1.3,NA,Female,FF Ramos,MPEG-HYM11137766
1373,Trigona,NA,fuscipennis,MPEG,Brasil,yes,Pará,Parauapebas,18,vi,1985,Serra Norte,n3 mata,1.4,1.4,Female,P Tadeu,MPEG-HYM11004252
1374,Trigona,NA,fuscipennis,MPEG,Brasil,yes,Pará,Parauapebas,20,iii,1986,Serra Norte,3 alfa,1.5,NA,Female,NA,MPEG-HYM11003216
1375,Trigona,NA,fuscipennis,MPEG,Brasil,yes,Pará,Parauapebas,2,viii,1986,Serra Norte,fofoca,1.4,NA,Female,J Dias,MPEG-HYM11003261
1376,Trigona,NA,fuscipennis,MPEG,Brasil,yes,Pará,Parauapebas,26,vi,1984,Serra Norte,Salobo,1.4,NA,Female,Marcio Zanuto,MPEG-HYM11003617
1377,Trigona,NA,fuscipennis,MPEG,Brasil,yes,Pará,Parauapebas,14,vi,1985,Serra Norte,pojuca,1.5,NA,Female,W França,MPEG-HYM11004224
1378,Trigona,NA,guianae,MPEG,Brasil,no,Pará,Canaã dos Carajás,18,iii,2017,Serra Sul,S11A,1.4,1.4,Female,E Pinto,MPEG03050964
1379,Trigona,NA,guianae,MPEG,Brasil,no,Pará,Canaã dos Carajás,18,iii,2017,Serra Sul,S11A,1.4,NA,Female,E Pinto,MPEG03050965
1380,Trigona,NA,guianae,MPEG,Brasil,no,Pará,Canaã dos Carajás,23,viii,2017,Serra da Bocaina,NA,1.3,NA,Female,E Pinto,MPEG03050966
1381,Trigona,NA,guianae,MPEG,Brasil,no,Pará,Monte Dourado,3,xi,1979,NA,NA,1.4,NA,Female,"WL Overal, RB Neto",MPEG-HYM11135438
1382,Trigona,NA,guianae,MPEG,Brasil,no,Pará,Monte Dourado,3,xi,1979,NA,NA,1.5,NA,Female,"WL Overal, RB Neto",MPEG-HYM11135435
1383,Trigona,NA,hyalinata,MPEG,Brasil,yes,Amazonas,NA,NA,NA,1902,Rio Acre,NA,2.1,2,Female,A Ducke,MPEG HYM 11135452
1384,Trigona,NA,hyalinata,MPEG,Brasil,yes,Pará,Itaituba,27,viii,1902,Rio Tapajós,NA,2.4,NA,Female,A Ducke,MPEG HYM 11135445
1385,Trigona,NA,hyalinata,UFMG,Brasil,no,Minas Gerais,Nova Lima,20,xi,2011,NA,NA,1.8,NA,Female,NA,UFMG IHY 74589
1386,Trigona,NA,hyalinata,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,1.8,NA,Female,NA,UFMG IHY 1303658
1387,Trigona,NA,hyalinata,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,1.9,NA,Female,NA,UFMG IHY 1303659
1388,Trigona,NA,hypogea,MPEG,Brasil,no,Pará,Moju,NA,vii,1967,Jambuaçu,NA,1.5,1.4,Female,EDPZ & MG,MPEG-HYM11135458
1389,Trigona,NA,hypogea,MPEG,Brasil,no,Pará,Parauapebas,6,ii,1985,Serra Norte,n1 canga,1.4,NA,Female,NA,MPEG-HYM11003254
1390,Trigona,NA,hypogea,MPEG,Brasil,no,Pará,Parauapebas,19,v,1984,Serra Norte,Salobo,1.5,NA,Female,NA,MPEG-HYM11003255
1391,Trigona,NA,hypogea,MPEG,Brasil,no,Pará,São João de Pirabas,16,xii,1992,NA,NA,1.4,NA,Female,J Dias,MPEG-HYM11137441
1392,Trigona,NA,hypogea,MPEG,Brasil,no,Pará,Monte Alegre,16,i,1992,NA,NA,1.4,NA,Female,AL Henriques,MPEG-HYM11138304
1393,Trigona,NA,lacteipennis,UFMG,Brasil,no,Pará,Parauapebas,22,viii,2017,Flona Carajas Serra Norte N8,NA,1.6,1.6,Female,E.N.L.Siqueira,UFMG IHY 1706510
1394,Trigona,NA,pallens,MPEG,Brasil,no,Pará,Parauapebas,29,vi,1984,Serra Norte,Serraria,1.5,1.4,Female,Marcio Zanuto,MPEG-HYM11003893
1395,Trigona,NA,pallens,MPEG,Brasil,no,Pará,Parauapebas,12,ii,1985,Serra Norte,pojuca,1.3,NA,Female,NA,MPEG-HYM11003248
1396,Trigona,NA,pallens,MPEG,Brasil,no,Pará,Parauapebas,6,ii,1985,Serra Norte,Manganês,1.4,NA,Female,Marcio Zanuto,MPEG-HYM11003241
1397,Trigona,NA,pallens,MPEG,Brasil,no,Pará,Parauapebas,17,vi,1985,Serra Norte,Pedreira,1.5,NA,Female,W França,MPEG-HYM11004056
1398,Trigona,NA,pallens,MPEG,Brasil,no,Pará,Belém,15,v,1974,Outeiro,NA,1.5,NA,Female,IS Gorayeb,MPEG-HYM11135463
1399,Trigona,NA,recursa,MPEG,Brasil,no,Pará,Parauapebas,7,ix,1985,Serra Norte,Caldeirão,1.3,1.3,Female,J Dias,MPEG-HYM11003212
1400,Trigona,NA,recursa,MPEG,Brasil,no,Pará,Parauapebas,22,i,1985,Serra Norte,pojuca,1.2,NA,Female,Marcio Zanuto,MPEG-HYM11004074
1401,Trigona,NA,recursa,MPEG,Brasil,no,Pará,Parauapebas,18,ix,1985,Serra Norte,Manganês,1.3,NA,Female,FF Ramos,MPEG-HYM11003550
1402,Trigona,NA,recursa,MPEG,Brasil,no,Pará,Parauapebas,28,vi,1984,Serra Norte,fofoca,1.4,NA,Female,Marcio Zanuto,MPEG-HYM11003711
1403,Trigona,NA,recursa,MPEG,Brasil,no,Pará,Parauapebas,25,x,1985,Serra Norte,n1 mata,1.3,NA,Female,RB Neto,MPEG-HYM11004092
1404,Trigona,NA,sesquipedalis,MPEG,Brasil,yes,Pará,Parauapebas,16,viii,1984,Serra Norte,Manganês,2.2,2.3,Female,NA,MPEG-HYM11003446
1405,Trigona,NA,sesquipedalis,MPEG,Brasil,yes,Pará,Parauapebas,12,v,1984,Serra Norte,Manganês,2.2,NA,Female,NA,MPEG-HYM11003447
1406,Trigona,NA,sesquipedalis,MPEG,Brasil,no,Amapá,Amapari,11,xi,1993,NA,NA,2.4,NA,Female,N Bittencourt,MPEG-HYM11137862
1407,Trigona,NA,spinipes,UFMG,Brasil,no,Minas Gerais,Nova Lima,4,vii,1999,copasa/mutuca,NA,1.9,1.8,Female,M.Pompeu,4654-12931
1408,Trigona,NA,spinipes,UFMG,Brasil,no,Minas Gerais,Nova Lima,4,vii,1999,copasa/mutuca,NA,1.8,NA,Female,M.Pompeu,4654-12930
1409,Trigona,NA,spinipes,UFMG,Brasil,no,Pará,Canaã dos Carajás,14,ii,2015,NA,NA,1.8,NA,Female,NA,UFMG IHY 1500906
1410,Trigona,NA,spinipes,UFMG,Brasil,no,Pará,Canaã dos Carajás,14,ii,2015,NA,NA,1.8,NA,Female,NA,UFMG IHY 1500912
1411,Trigona,NA,spinipes,UFMG,Brasil,no,Pará,Canaã dos Carajás,16,ii,2015,NA,NA,1.8,NA,Female,NA,UFMG IHY 1501051
1412,Trigona,NA,truculenta,MPEG,Brasil,no,Pará,Parauapebas,22,vi,1985,Serra Norte,Serraria,2.4,2.5,Female,Marcio Zanuto,MPEG-HYM11003454
1413,Trigona,NA,truculenta,MPEG,Brasil,no,Pará,Parauapebas,1,vii,1985,Serra Norte,pojuca,2.5,NA,Female,W França,MPEG-HYM11003452
1414,Trigona,NA,truculenta,MPEG,Brasil,no,Pará,Parauapebas,20,vi,1985,Serra Norte,3 alfa,2.5,NA,Female,FF Ramos,MPEG-HYM11003451
1415,Trigona,NA,truculenta,MPEG,Brasil,no,Mato Grosso,Diamantino,5,xi,1981,NA,NA,2.5,NA,Female,C Young,MPEG-HYM11135604
1416,Trigona,NA,truculenta,MPEG,Brasil,no,Pará,Itaituba,12,xi,1978,NA,NA,2.5,NA,Female,WL Overal,MPEG-HYM11135594
1417,Trigona,NA,williana,MPEG,Brasil,no,Amapá,Mazagão,9,xii,1980,NA,NA,1.6,1.8,Female,E Oliveira,MPEG-HYM11137775
1418,Trigona,NA,williana,MPEG,Brasil,no,Rondônia,Ji-Paraná,15,viii,1984,NA,NA,1.8,NA,Female,RB Neto,MPEG-HYM11137780
1419,Trigona,NA,williana,MPEG,Brasil,no,Pará,Parauapebas,12,ix,1985,Serra Norte,Manganês,2,NA,Female,FF Ramos,MPEG-HYM11993235
1420,Trigona,NA,williana,MPEG,Brasil,no,Pará,Parauapebas,5,vii,1986,Serra Norte,Caldeirão,1.8,NA,Female,NA,MPEG-HYM11003997
1421,Trigona,NA,williana,MPEG,Brasil,no,Pará,Parauapebas,10,ix,1985,Serra Norte,fofoca,1.8,NA,Female,FF Ramos,MPEG-HYM11003236
1422,Trigonisca,NA,dobzhanskyi,UFMG,Brasil,no,Pará,Canaã dos Carajás,31,i,2010,NA,NA,0.9,0.9,Female,M. O. Vespúcio,UFMG-IHY 1304187
1423,Trigonisca,NA,dobzhanskyi,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,0.8,NA,Female,R.C. Santos,UFMG-IHY 1303669
1424,Trigonisca,NA,extrema,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,0.9,0.8,Female,F.A. Silveira,UFMG-IHY 1304347
1425,Trigonisca,NA,extrema,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,0.7,NA,Female,F.A. Silveira,UFMG-IHY 1304346
1426,Trigonisca,NA,extrema,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,0.8,NA,Female,F.A. Silveira,UFMG-IHY 1304345
1427,Trigonisca,NA,extrema,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,0.8,NA,Female,F.A. Silveira,UFMG-IHY 1304344
1428,Trigonisca,NA,extrema,UFMG,Brasil,no,Pará,Canaã dos Carajás,1,ii,2010,NA,NA,0.8,NA,Female,F.A. Silveira,UFMG-IHY 1304343
1429,Trigonisca,NA,fraissei,MPEG,Brasil,no,Pará,Parauapebas,16,vii,1983,Serra Norte,pojuca,0.7,0.8,Female,NA,MPEG-HYM11004359
1430,Trigonisca,NA,fraissei,MPEG,Brasil,no,Pará,NA,10,xii,1907,Rio Trombetas,NA,0.8,NA,Female,A Ducke,NA
1431,Trigonisca,NA,fraissei,MPEG,Brasil,no,Pará,NA,2,vi,1900,Ilha do Marajó,NA,0.8,NA,Female,A Ducke,NA
1432,Trigonisca,NA,pediculana,UFMG,Brasil,no,Pará,Canaã dos Carajás,6,ix,2010,NA,NA,0.8,0.7,Female,R.R.Ferrari,UFMG IHY 1306763
1433,Trigonisca,NA,pediculana,UFMG,Brasil,no,Pará,Canaã dos Carajás,6,ix,2010,NA,NA,0.7,NA,Female,R.R.Ferrari,UFMG IHY 1306764
1434,Trigonisca,NA,pediculana,UFMG,Brasil,no,Pará,Canaã dos Carajás,6,ix,2010,NA,NA,0.8,NA,Female,R.R.Ferrari,UFMG IHY 1306765
1435,Trigonisca,NA,pediculana,UFMG,Brasil,no,Pará,Canaã dos Carajás,6,ix,2010,NA,NA,0.7,NA,Female,R.R.Ferrari,UFMG IHY 1306816
1436,Trigonisca,NA,pediculana,UFMG,Brasil,no,Pará,Canaã dos Carajás,6,ix,2010,NA,NA,0.7,NA,Female,R.R.Ferrari,UFMG IHY 1306815
1437,Trigonisca,NA,variegatifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,0.7,0.7,Female,R.R. Ferrari,UFMG-IHY 1304422
1438,Trigonisca,NA,variegatifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,0.7,NA,Female,R.R. Ferrari,UFMG-IHY 1304421
1439,Trigonisca,NA,variegatifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,0.7,NA,Female,R.R. Ferrari,UFMG-IHY 1304420
1440,Trigonisca,NA,variegatifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,0.7,NA,Female,R.R. Ferrari,UFMG-IHY 1304419
1441,Trigonisca,NA,variegatifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,30,i,2010,NA,NA,0.6,NA,Female,R.R. Ferrari,UFMG-IHY 1304418
1442,Trigonisca,NA,vitrifrons,UFMG,Brasil,no,Pará,Parauapebas,24,viii,2014,N8,NA,0.7,0.7,Female,E.N.L.Siqueira,UFMG-IHY 1529779
1443,Trigonisca,NA,vitrifrons,UFMG,Brasil,no,Pará,Parauapebas,12,viii,2015,Fl Nac Carajas N8,NA,0.7,NA,Female,E.N.L.Siqueira,UFMG-IHY 1530148
1444,Trigonisca,NA,vitrifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,15,viii,2014,corpo d,NA,0.7,NA,Female,E.N.L.Siqueira,UFMG-IHY 1529864
1445,Trigonisca,NA,vitrifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,22,viii,2015,corpo d,NA,0.6,NA,Female,E.N.L.Siqueira,UFMG-IHY 1530255
1446,Trigonisca,NA,vitrifrons,UFMG,Brasil,no,Pará,Canaã dos Carajás,18,viii,2014,corpo a,NA,0.7,NA,Female,E.N.L.Siqueira,UFMG-IHY 1529916
1447,Tropidopedia,NA,nigrocarinata,UFMG,Brasil,no,Minas Gerais,Nova Lima,11,xi,2004,NA,NA,1.7,1.7,Female,Azevedo & Goulart,11343-33736
1448,Tropidopedia,NA,nigrocarinata,UFMG,Brasil,no,Minas Gerais,Nova Lima,11,xi,2004,NA,NA,1.7,NA,Female,Azevedo & Goulart,11343-33737
1449,Tropidopedia,NA,nigrocarinata,UFMG,Brasil,no,Minas Gerais,Nova Lima,11,xi,2004,NA,NA,1.7,NA,Female,Azevedo & Goulart,11343-33738
1450,Tropidopedia,NA,nigrocarinata,UFMG,Brasil,no,Espírito Santo,Guarapari,15,iii,2004,NA,NA,1.8,NA,Female,R.B.Martines,10117-29675
1451,Tropidopedia,NA,nigrocarinata,UFMG,Brasil,no,Minas Gerais,Brasilândia de Minas,19,x,1996,NA,NA,1.5,NA,Female,A.G.Damasceno,NA
1452,Tropidopedia,NA,punctifrons,UFMG,Brasil,no,Minas Gerais,Ibirité,17,xi,2004,Serra da Rola-Moça,NA,2,2,Female,Y. Antonini,11400-33883
1453,Tropidopedia,NA,punctifrons,UFMG,Brasil,no,Minas Gerais,Ibirité,17,xi,2004,Serra da Rola-Moça,NA,2,NA,Female,Y. Antonini,11400-33884
1454,Tropidopedia,NA,punctifrons,UFMG,Brasil,no,Minas Gerais,Ibirité,17,xi,2004,Serra da Rola-Moça,NA,2,NA,Female,M. F. Goulart,11406-33898
1455,Tropidopedia,NA,punctifrons,UFMG,Brasil,no,Minas Gerais,Santana do Riacho,17,ix,2006,NA,NA,2,NA,Female,A.A. Azevedo,11193-33090
1456,Tropidopedia,NA,punctifrons,UFMG,Brasil,no,Minas Gerais,Belo Horizonte,19,xi,2004,NA,NA,2,NA,Female,N.G. Fonseca,11439-34023
1457,Xylocopa,Cirroxylocopa,vestita,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,xii,2011,NA,NA,5,5.3,Female,NA,UFMG IHY 1414221
1458,Xylocopa,Cirroxylocopa,vestita,UFMG,Brasil,no,Minas Gerais,Nova Lima,26,xii,2011,NA,NA,5.346,NA,Female,NA,UFMG IHY 1414228
1459,Xylocopa,Cirroxylocopa,vestita,UFMG,Brasil,no,Minas Gerais,Nova Lima,22,xii,2011,NA,NA,5.544,NA,Female,NA,UFMG IHY 1414234
1460,Xylocopa,Dasyxylocopa,bimaculata,UFMG,Brasil,no,Minas Gerais,Brumadinho,10,i,2016,NA,NA,4.9,4.9,Female,NA,UFMG IHY 1600129
1461,Xylocopa,Dasyxylocopa,fortuita,UFMG,Brasil,no,Minas Gerais,Nova Lima,2,xi,2011,Pq. E. Serra do Rola Moça,NA,5.3,5.3,Female,R.Cunha Santos,25129-73973
1462,Xylocopa,Dasyxylocopa,fortuita,UFMG,Brasil,no,Minas Gerais,Nova Lima,2,xi,2011,Pq. E. Serra do Rola Moça,NA,5.2,NA,Female,S.C.Bernardes,25128-73971
1463,Xylocopa,Dasyxylocopa,fortuita,UFMG,Brasil,no,Minas Gerais,Nova Lima,28,x,2011,Pq. E. Serra do Rola Moça,NA,5.5,NA,Female,R. Cunha Santos,25114-73932
1464,Xylocopa,Dasyxylocopa,fortuita,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,x,2011,Pq. E. Serra do Rola Moça,NA,5.2,NA,Female,J.E.Santos Jr,25045-73520
1465,Xylocopa,Dasyxylocopa,fortuita,UFMG,Brasil,no,Minas Gerais,Nova Lima,12,xii,2011,Pq. E. Serra do Rola Moça,NA,5.2,NA,Female,A.Alvarenga,25423-74718
1466,Xylocopa,Diaxylocopa,truxali,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,x,2011,NA,NA,4.2,4.5,Female,NA,UFMG IHY 73487
1467,Xylocopa,Diaxylocopa,truxali,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,x,2011,NA,NA,4.2,NA,Female,NA,UFMG IHY 73521
1468,Xylocopa,Diaxylocopa,truxali,UFMG,Brasil,no,Minas Gerais,Nova Lima,25,x,2011,NA,NA,4.3,NA,Female,NA,UFMG IHY 73564
1469,Xylocopa,Diaxylocopa,truxali,UFMG,Brasil,no,Minas Gerais,Brumadinho,9,i,1999,Serra da Moeda,NA,4.3,NA,Female,E.A.B.Almeida,2922-8648
1470,Xylocopa,Diaxylocopa,truxali,UFMG,Brasil,no,Minas Gerais,Brumadinho,17,i,1999,Serra da Moeda,NA,5.445,NA,Female,F.A.Silveira,2863-8446
1471,Xylocopa,Monoxylocopa,abbreviata,UFMG,Brasil,no,Minas Gerais,Nova Lima,27,viii,2011,NA,NA,4.1,4,Female,R.B.Martines,UFMG IHY 1413641
1472,Xylocopa,Monoxylocopa,abbreviata,UFMG,Brasil,no,Minas Gerais,Nova Lima,27,viii,2011,NA,NA,4.1,NA,Female,R.B.Martines,UFMG IHY 1413642
1473,Xylocopa,Monoxylocopa,abbreviata,UFMG,Brasil,no,Minas Gerais,Nova Lima,27,viii,2011,NA,NA,3.7,NA,Female,R.B.Martines,UFMG IHY 1413650
1474,Xylocopa,Monoxylocopa,abbreviata,UFMG,Brasil,no,Minas Gerais,Nova Lima,29,viii,2011,NA,NA,4,NA,Female,R.B.Martines,UFMG IHY 1413718
1475,Xylocopa,Monoxylocopa,abbreviata,UFMG,Brasil,no,Minas Gerais,Nova Lima,31,viii,2011,NA,NA,4.1,NA,Female,R.B.Martines,UFMG IHY 1413748
1476,Xylocopa,Neoxylocopa,aurulenta,MPEG,Brasil,no,Pará,Parauapebas,2,vi,1985,Serra Norte,Caldeirão,5,5.5,Female,MF Torres,MPEG-HYM11004714
